id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
90;Санаторий «Адонис»;;Балашиха;143900, Московская обл., г. Балашиха, ул. Пушкинская, д. 21;;+7 (495) 529-07-85;521-36-60;adonicbal@yandex.ru;Варенцова Зинаида Михайловна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=90
91;Санаторий «Сигнал»;;Обнинск;249038, Россия, Калужская обл., г. Обнинск, Самсоновский пр., 10а;http://www.sanatoriumsignal.ru/;+7 (484) 393-03-61, 393-37-78;393-63-45;obninsk@sanatoriumsignal.ru;Цыганков Дмитрий Михайлович;открытое акционерное общество;https://sanatoria.ru/san.php?org=91
92;Объединенный санаторий «Подмосковье»;Московская область;;142072, Московская область, Домодедовский р-н, территория ФГУ Объдиненного санатория «Подмосковье», стр. 25;http://www.pmsk.ru/;+7 (495) 787-51-71, 996-08-70;787-51-58 (59);spa4gu@enginet.ru;Воронцов Сергей Анатольевич;ФГУ;https://sanatoria.ru/san.php?org=92
93;Санаторий «Кедровый бор»;;;650505, Россия, Кемеровская обл., Кемеровский р-он, д. Подъяково;;+7 (3842) 693-228 (круглосуточно), 693-273;693-235;kedbor@mail.ru;Прокудина Надежда Акимовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=93
94;Санаторий «Строитель» филиал № 3 ОАО «Туластройсервис»;Тульская область;Алексин;301369, Тульская область, город Алексин, мкр-н «Бор», санаторий «Строитель»;http://www.sanatory.biz/;+7 (48753) 6-02-94, 6-06-04;6-02-94;tim612@mail.ru;Тимохина Наталия Владимировна;ОАО филиал №3;https://sanatoria.ru/san.php?org=94
95;Санаторий «Аврора»;Краснодарский край;Сочи;354037, Краснодарский край, г. Сочи, Хостинский район, ул. Адлерская, д. 5;http://skk-sochi.ru/avrora;+7 (862) 265-03-77;265-03-77;skk_avrora@mil.ru;;филал федерального государственного бюджетного учреждения;https://sanatoria.ru/san.php?org=95
96;Санаторий имени Станко;;;155823, Россия, Ивановская обл., Кинешемский р-н, с. Станко;http://www.stankovolga.ru/;+7 (49331) 9-75-10, 9-72-23;(4932) 41-64-19;stanko_volga@mail.ru;Понамарёва Ангелина Львовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=96
97;Санаторий «Правда»;;;141261, Московская обл., Пушкинский р-н, п. Правдинский, Степаньковское шоссе, д. 8;http://sanatoriypravda.ru/;+7 (495) 993-35-22;993-35-22;sanpravda@rambler.ru;Байбиков Зинят Фатихович;лечебно-профилактическое учреждение;https://sanatoria.ru/san.php?org=97
98;Санаторий «Липецк», АО «Липецккурорт»;;Липецк;398004, Россия, г. Липецк, ул. Салтыкова-Щедрина, 1;http://www.lipetskkurort.ru/;+7 (4742) 77-95-91, 27-12-97;74-45-35;lipetskkurort@lipetsk.ru;Панкратов Юрий Валентинович;АО;https://sanatoria.ru/san.php?org=98
99;Санаторий «Егнышевка»;;;301346, Тульская обл., Алексинский район, д. Егнышевка;http://www.egnyshevka.ru/;+7 (48753) 6-21-90, 7-56-19;7-56-19, 6-21-90;ya.egnyshevka@yandex.ru;Дудченко Людмила Петровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=99
100;Санаторий «Юматово»;Республика Башкортостан;;450571, Республика Башкортостан, Уфимский район, село санатория Юматово им. 15-летия БАССР, ул. Кольцевая, 27;http://yumatovo.ru/;+7 (347) 270-72-11, 270-70-50;270-71-00;yumatovo@ufanet.ru;Степков Андрей Иванович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=100
101;Курорт «Горячинск»;Республика Бурятия;;671273, Республика Бурятия, Прибайкальский район, с. Горячинск, Октябрьская, 9;http://baikalkurortrb.ru/;+7 (30144) 55-1-95, 55-1-35;55-1-95;gor.kurort03@gmail.com;-главный врач;некоммерческая организация;https://sanatoria.ru/san.php?org=101
102;Санаторий-профилакторий «Подлеморье» Локомотивного депо Северобайкальск;Республика Бурятия;Северобайкальск;671701, Республика Бурятия, г. Северобайкальск, проспект 60-летия СССР, д. 21а;;+7 (30139) 2-20-81;2-23-69;e_mof@sbk.essr.ru;Патюк Виталий Иосифович;ОАО;https://sanatoria.ru/san.php?org=102
103;Санаторий «ПлазаСПА»;Ставропольский край;Железноводск;357400, Ставропольский край, г. Железноводск, ул. Калинина, д. 12−14;http://plazaspa.net/zheleznovodsk;+7 (87932) 3-23-73, 2-60-40;2-60-40;spa@plazaspa.net;Азарова Марина Александровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=103
104;Санаторий им. ВЦСПС;Нижегородская область;Нижний Новгород;603902, Нижегородская область, г. Нижний Новгород, курортный поселок Зеленый город;http://www.vcsps.ru/;+7 (831) 438-77-89, 438-77-39;438-72-16;san@vcsps.ru;Рашидов Абдурахман Запирович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=104
105;Центральный клинический санаторий для детей с родителями «Малаховка»;Московская область;;140033, Московская область, Люберецкий район, п. Малаховка, ул. Калинина, д. 29;http://cdks.ru/;+7 (495) 501-52-66, 501-23-54;501-99-45;cdksmal@mail.ru;Шмаков Николай Арсеньевич;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=105
106;Санаторий «Нижние Серги»;Свердловская область;Нижние Серги;623090, Свердловская область, г. Нижние Серги, ул. Отдыха, 20;http://kurortsergi.ru/;+7 (343) 287-52-52, 263-75-00;;real@triumf66.ru;Клементьев Иван Александрович;;https://sanatoria.ru/san.php?org=106
107;ФГБУ Центр медицинской реабилитации «Луч» Минздрава России;Ставропольский край;Кисловодск;357716, Ставропольский край, г. Кисловодск, ул. Коминтерна, 10−11;http://centrluch.ru/;+7 (87937) 2-43-82, +7 (87937) 2?02-72;;luch_market@mail.ru;Владимир Владимирович Шекемов;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=107
108;Санаторий им.;Воронежская область;;397964, Воронежская область, Лискинский район, санаторий им. Цюрупы;http://curup.ru/;+7 (47391) 95-172, 95-135;95-205;sancurup@mail.ru;Вериковская Надежда Васильевна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=108
109;«Санаторий Сольвычегодск» ОСП «Сосновка»;;Вельск;165151, Архангельская обл., г. Вельск, ул. Сосновка, 13;;+7 (81836) 2-51-70, 2-51-45;2-51-76;sosnovka@atnet.ru;Тумакова Елена Юрьевна;государственное автономное учреждение здравоохранения Архангельской области;https://sanatoria.ru/san.php?org=109
